date,num
12,17
13,34
14,75
05,34
06,80
07,8
08,55
09,81
10,90
11,35
12,73
23,20
24,35
25,93
26,11
27,86
28,24
29,1
30,0
26,76
27,77
28,7
29,55
30,11
31,5
01,71
20,74
21,82
22,46
23,66
24,72
25,58
26,52
27,76
15,44
16,11
17,44
18,93
19,39
20,29
21,93
22,72
08,8
09,79
10,21
11,33
12,78
13,52
14,29
17,50
18,49
19,48
20,56
21,81
22,31
09,97
10,11
11,38
12,55
13,91
14,84
21,19
22,91
23,28
24,79
25,1
26,51
27,49
28,21
29,61
30,22
29,74
30,93
01,2
02,37
03,15
04,49
05,97
06,49
07,76
12,18
13,38
14,24
15,5
16,48
17,66
18,23
19,86
31,37
15,3
16,22
17,56
18,96
19,60
20,5
21,3
13,7
14,85
15,56
16,13
17,16
18,72
19,45
01,96
02,97
03,91
04,32
05,65
06,56
07,39
02,58
03,31
04,81
05,10
06,91
07,61
08,45
09,82
28,19
29,9
30,73
01,52
02,80
03,71
04,42
23,72
24,26
25,49
26,27
27,37
28,81
29,25
15,65
16,58
17,17
18,83
19,37
20,49
21,58
22,43
23,82
24,5
25,80
26,98
27,82
28,94
29,64
15,38
16,95
17,79
18,6
19,99
20,84
21,72
22,89
01,61
02,10
03,37
04,3
05,20
06,96
07,69
08,16
08,44
09,45
10,29
11,23
12,36
13,15
14,94
20,92
21,87
22,27
23,45
24,20
25,52
26,91
27,78
22,72
23,68
24,89
25,60
26,44
27,11
28,36
29,51
20,45
21,30
22,69
23,59
24,94
25,70
26,94
08,30
09,59
10,43
11,66
12,13
13,39
14,12
15,83
10,71
11,52
12,24
13,96
14,37
15,89
16,35
17,37
05,47
06,73
07,99
08,2
09,86
10,65
11,76
30,10
31,61
01,16
02,96
03,68
04,90
05,82
23,93
24,55
25,69
26,95
27,11
28,31
29,39
30,83
01,15
02,94
03,84
04,1
05,93
06,41
07,90
08,42
23,15
24,28
25,64
26,45
27,83
28,52
29,28
09,57
10,29
11,30
12,15
13,63
14,29
15,3
15,34
16,91
17,36
18,97
19,67
20,95
21,97
22,99
28,32
29,68
30,90
31,69
28,32
29,68
30,90
31,69
30,70
31,64
01,32
02,42
03,1
04,1
05,12
27,28
28,46
29,15
30,38
31,48
01,76
02,70
03,35
16,55
17,21
18,60
19,72
20,1
21,6
22,42
23,54
18,62
19,20
20,49
21,76
22,34
23,88
24,31
12,59
13,38
14,44
15,57
16,8
17,74
18,74
06,88
07,5
08,85
09,38
10,82
11,48
12,39
13,46
30,54
31,27
01,99
02,7
03,96
04,37
05,83
06,10
09,32
10,50
11,89
12,58
13,25
14,89
15,80
30,71
31,48
01,28
02,90
03,72
04,71
05,67
06,3
16,93
17,1
18,26
19,11
20,68
21,79
22,70
23,26
23,7
24,4
25,74
26,91
27,82
28,66
29,88
06,4
07,69
08,67
09,62
10,56
11,46
12,4
13,43
04,78
05,24
06,28
07,15
08,45
09,22
10,37
24,70
25,56
26,71
27,84
28,54
29,89
30,65
31,51
25,19
26,91
27,36
28,41
29,69
30,78
01,75
02,57
03,33
04,92
19,32
20,56
21,83
22,38
23,56
24,86
25,14
26,51
27,91
14,83
15,28
16,37
17,31
18,48
19,25
20,66
21,99
07,15
08,18
09,72
10,17
11,10
12,13
13,62
14,36
16,93
17,72
18,32
19,75
20,93
21,76
22,84
23,61
07,33
08,80
09,59
10,67
11,59
12,59
13,35
14,71
24,85
25,84
26,26
27,94
28,87
29,9
30,16
30,93
31,49
30,93
31,49
14,18
15,3
16,54
17,16
18,23
19,55
20,4
21,97
11,56
12,57
13,91
14,97
15,31
16,15
17,39
01,77
02,11
03,54
04,96
05,77
06,25
07,45
08,92
05,6
06,3
07,19
08,37
09,17
10,36
11,5
28,86
29,75
30,64
31,88
22,0
23,1
24,29
25,81
26,94
27,8
28,37
29,88
15,49
16,63
17,31
18,31
19,80
20,52
21,73
24,39
25,19
26,74
27,90
28,52
29,26
30,76
31,30
15,94
16,6
17,98
18,75
19,46
20,41
21,72
22,80
23,83
31,17
31,17
22,25
23,53
24,87
25,80
26,9
27,32
28,34
29,74
18,60
19,31
20,31
21,9
22,68
23,81
24,29
25,96
09,5
10,6
11,6
12,38
13,46
14,97
15,72
16,19
12,32
13,30
14,3
15,46
16,54
17,81
18,58
19,78
30,7
01,39
02,24
03,37
04,48
05,75
06,75
07,39
22,68
23,8
24,98
25,43
26,43
27,51
28,8
29,41
29,26
30,76
31,30
24,78
25,29
26,61
27,34
28,92
29,48
30,53
01,32
30,57
01,62
02,9
03,5
04,60
05,86
06,45
07,5
26,33
27,91
28,46
29,14
30,54
01,78
02,40
17,67
18,54
19,96
20,68
21,32
22,36
23,73
24,51
20,47
21,4
22,30
23,71
24,51
25,75
26,27
27,16
28,26
08,66
09,36
10,58
11,61
12,24
13,2
14,47
30,97
01,15
02,6
03,13
04,53
05,15
06,30
07,15
02,76
03,76
04,85
05,42
06,7
07,14
08,63
09,6
08,56
09,19
10,70
11,24
12,4
13,23
14,2
03,90
04,63
05,36
06,95
07,25
08,77
09,53
25,39
26,10
27,39
28,19
29,59
30,63
29,73
30,14
31,37
31,37
15,39
16,91
17,60
18,99
19,91
20,60
08,54
09,58
10,39
11,69
12,57
13,59
14,94
15,78
10,99
11,75
12,30
13,77
14,56
15,3
16,21
17,73
18,76
19,42
15,8
16,27
17,70
18,92
19,82
20,95
21,39
22,23
23,77
10,36
11,25
12,12
13,5
14,14
15,12
16,79
17,86
01,56
02,81
03,45
04,65
05,80
06,87
07,77
08,96
09,41
21,81
22,33
23,80
24,29
25,49
26,59
27,68
28,86
16,11
17,9
18,63
19,2
20,3
21,41
22,93
23,95
20,78
21,21
22,55
23,38
24,32
25,22
26,12
27,74
24,27
25,13
26,88
27,7
28,25
29,4
30,7
31,78
18,60
19,35
20,68
21,42
22,38
23,9
24,10
25,40
10,82
11,63
12,23
13,52
14,42
15,38
16,52
17,36
29,61
30,5
24,32
25,45
26,90
27,10
28,62
29,24
30,17
31,70
28,22
29,87
30,6
31,22
28,25
29,4
30,7
31,78
26,85
27,17
28,28
29,96
30,78
31,56
30,78
18,19
19,12
20,70
21,52
22,53
23,16
24,61
25,47
26,59
29,24
30,17
31,70
31,56
27,98
28,12
29,99
30,97
31,46
31,46
01,52
02,42
03,11
04,61
05,51
06,27
07,34
08,18
09,84
10,72
11,17
12,14
13,2
14,52
15,77
16,87
17,81
18,6
19,85
20,41
21,1
22,57
23,82
24,50
25,4
26,5
27,1
28,92
29,11
30,58
31,39
01,19
02,37
03,75
04,58
05,83
06,33
11,81
12,86
13,5
14,62
15,32
16,85
17,88
18,35
19,43
20,5
21,89
22,58
23,65
24,76
25,52
26,39
27,9
28,48
29,33
01,39
02,67
03,94
04,4
05,11
01,51
06,96
07,85
08,66
09,18
10,91
11,10
12,90
13,0
14,42
15,16
16,93
17,18
18,25
02,3
03,85
04,96
05,92
06,66
07,56
08,20
09,76
10,40
11,90
19,10
20,44
21,30
22,50
23,52
24,96
25,52
26,82
27,6
28,51
12,74
13,34
14,39
15,89
16,32
17,23
18,45
19,47
20,33
21,5
22,11
23,72
29,84
30,92
31,78
01,32
02,73
03,95
04,47
05,41
06,2
07,88
08,93
09,23
02,8
24,89
25,96
26,19
31,3
01,38
02,49
03,13
04,29
05,98
10,36
11,35
12,40
13,21
14,66
15,53
16,27
17,88
18,2
03,24
04,77
05,22
06,91
07,89
08,80
09,79
06,59
07,66
08,14
09,81
10,52
11,92
12,47
13,39
14,13
15,19
01,5
19,6
20,75
21,80
22,80
23,66
24,15
25,78
26,25
27,64
28,27
10,59
11,41
12,24
13,31
14,45
15,65
16,86
17,16
18,89
19,92
20,8
16,43
17,38
18,76
19,32
20,32
21,48
22,66
23,15
24,59
25,4
26,23
27,23
02,4
03,43
04,49
05,21
06,12
07,54
08,4
09,74
10,96
11,58
29,31
30,34
01,42
02,96
03,91
04,40
05,20
06,53
07,98
08,22
09,73
10,57
21,62
22,29
23,10
24,36
25,65
26,79
27,49
28,89
29,79
28,98
01,24
02,1
03,54
04,17
05,45
06,15
07,35
08,49
09,7
10,1
11,38
12,80
13,44
14,64
15,10
16,82
17,71
18,6
19,21
20,50
11,75
12,39
13,86
14,24
15,81
16,34
17,5
18,92
19,94
20,41
21,50
30,44
31,22
01,88
02,43
03,90
08,99
09,26
10,8
11,59
03,17
12,95
13,74
14,40
15,41
16,0
17,91
18,63
19,65
20,60
21,98
22,75
23,50
24,32
25,67
26,8
21,97
22,49
23,75
28,40
29,89
30,12
31,15
01,30
02,34
03,7
22,48
23,82
24,64
25,4
26,54
27,82
28,90
29,48
30,38
31,97
01,87
02,2
12,33
13,91
14,29
15,32
16,80
17,86
18,97
19,5
20,16
04,74
05,5
06,89
07,57
08,8
09,62
10,44
11,49
12,77
27,58
28,33
29,16
30,28
31,14
01,35
02,70
03,43
04,10
05,15
06,75
07,73
08,91
09,47
10,45
11,96
12,47
13,32
03,98
04,78
05,92
06,6
07,52
08,52
09,90
21,68
22,63
23,11
24,32
25,68
26,48
27,16
28,14
01,10
13,64
14,21
15,98
16,66
17,9
18,1
19,21
20,63
21,39
22,60
23,1
04,19
05,7
06,8
07,81
08,46
09,16
10,43
11,59
12,24
14,55
15,17
16,76
17,17
18,16
19,98
20,4
21,89
22,47
23,44
24,9
25,76
10,89
11,19
12,24
13,93
14,2
15,78
16,96
17,7
18,27
19,56
20,58
02,5
03,10
04,55
05,86
06,7
07,72
08,2
09,0
10,59
24,57
25,68
26,45
27,83
28,51
29,47
30,29
31,48
01,51
02,73
03,1
04,43
13,11
14,23
15,45
16,9
17,22
18,15
19,86
20,29
21,7
22,36
26,46
27,22
28,82
29,5
01,35
02,87
03,23
04,23
05,91
06,54
21,42
22,37
23,29
24,41
25,9
26,91
27,75
28,24
29,83
11,91
12,99
13,62
14,8
15,71
16,82
17,51
18,34
19,73
20,24
21,85
22,77
05,29
06,95
07,25
08,75
09,25
10,81
11,68
12,99
13,89
23,5
24,84
25,49
26,71
27,63
28,52
29,21
30,76
01,65
02,8
07,68
08,60
09,73
10,49
11,24
12,51
13,18
14,15
15,1
16,22
30,30
01,87
02,61
03,91
04,9
05,71
06,92
07,17
08,50
09,2
10,43
11,90
23,5
24,72
25,19
26,99
27,59
28,74
29,42
30,61
31,48
01,20
14,71
19,8
20,28
21,59
22,65
23,44
24,54
25,10
26,39
03,81
04,74
05,29
06,95
07,39
08,10
09,76
10,62
11,61
12,92
13,55
14,87
17,67
18,89
19,74
20,36
21,21
22,24
23,23
24,78
25,96
12,11
13,27
14,98
15,70
16,78
17,3
18,70
19,18
20,48
02,93
03,34
04,84
05,58
06,88
07,64
08,10
09,65
27,66
28,57
01,28
02,80
03,86
04,73
05,65
15,49
16,94
17,70
18,36
19,80
20,31
21,77
22,52
26,35
27,55
28,59
29,14
30,2
31,19
23,3
21,40
22,12
23,73
24,11
25,35
26,71
27,4
28,48
29,46
10,84
11,36
12,8
13,81
14,67
15,43
16,22
17,19
06,60
07,83
08,98
09,23
10,30
11,29
12,77
13,7
23,7
24,99
25,69
26,21
27,55
28,67
29,44
30,31
24,50
25,25
26,67
27,61
28,63
29,98
30,2
01,66
30,82
31,42
01,75
02,99
03,37
04,13
05,46
06,91
18,99
19,88
20,97
21,3
22,19
23,41
24,29
25,88
14,54
15,16
16,49
17,36
18,38
19,94
20,65
21,85
31,66
01,30
02,36
03,46
04,85
05,20
06,39
07,70
02,32
03,47
04,62
05,72
06,36
07,82
08,41
09,70
07,86
08,3
09,87
10,54
11,0
12,63
13,27
26,2
27,29
28,19
29,17
30,6
01,41
02,61
22,39
23,13
24,45
25,94
26,23
27,67
28,88
29,68
08,87
09,92
10,69
11,21
12,55
13,61
14,9
10,65
11,19
12,9
13,95
14,63
15,95
16,46
17,80
14,82
15,84
16,12
17,57
18,62
19,26
20,20
03,50
04,71
05,0
06,42
07,30
08,28
09,52
30,0
31,39
01,71
02,12
03,46
04,82
05,94
06,9
15,71
16,80
17,44
18,76
19,24
20,97
21,72
22,78
18,54
19,0
20,65
21,38
22,98
23,91
24,79
25,11
21,89
22,58
23,10
24,2
25,77
26,61
27,65
28,70
10,35
11,0
12,86
13,68
14,82
15,19
16,36
17,32
07,98
08,63
09,23
10,88
11,65
12,18
13,1
14,70
23,23
24,61
25,96
26,27
27,3
28,94
26,54
27,61
28,13
29,54
30,64
31,34
29,46
30,44
31,89
01,2
02,20
03,29
04,16
18,49
19,12
20,64
21,34
22,35
23,83
24,63
25,33
26,64
15,52
16,46
17,64
18,22
19,80
20,61
21,66
29,12
30,9
01,21
02,49
03,86
04,48
01,23
02,22
03,0
04,78
05,13
06,32
07,39
05,87
06,31
07,16
08,5
09,1
10,12
11,7
12,24
27,47
28,58
29,46
30,25
31,5
01,91
02,57
03,73
22,68
23,69
24,45
25,50
26,86
27,30
28,86
05,16
06,82
07,94
08,86
09,93
10,47
11,10
12,12
08,60
09,70
10,30
11,34
12,3
13,61
14,74
15,52
16,62
13,9
14,32
15,38
16,50
17,5
18,0
19,67
20,17
04,86
05,67
06,40
07,73
08,75
09,38
10,97
11,14
29,47
30,14
01,56
02,79
03,2
04,1
05,82
13,31
14,66
15,81
16,39
17,88
18,66
19,37
20,33
17,17
18,89
19,30
20,69
21,27
22,17
23,62
24,10
21,94
22,9
23,33
24,6
25,90
26,66
27,91
28,65
12,98
13,59
14,1
15,9
16,77
17,74
18,98
19,53
06,38
07,64
08,76
09,60
10,10
11,4
12,81
21,64
22,81
23,20
24,37
25,64
26,67
27,33
25,82
26,16
27,36
28,51
29,20
30,29
01,35
29,71
30,70
01,98
02,4
03,21
04,8
05,38
06,71
20,32
21,86
22,4
23,95
24,84
25,68
26,95
13,36
14,45
15,16
16,70
17,23
18,40
19,45
28,39
29,30
30,70
31,47
01,65
02,80
03,13
04,8
02,29
03,27
04,75
05,70
06,70
07,60
08,83
09,91
07,16
08,51
09,28
10,0
11,0
12,67
13,53
27,76
28,73
29,34
30,22
01,84
02,78
03,88
20,70
21,11
22,30
23,44
24,76
25,36
26,73
05,83
06,63
07,23
08,33
09,16
10,57
11,12
12,66
10,69
11,16
12,90
13,8
14,89
15,2
16,11
14,9
15,18
16,87
17,53
18,6
19,83
20,21
21,78
04,20
05,37
06,97
07,5
08,83
09,90
10,66
11,66
27,8
28,38
29,97
30,63
31,54
01,72
02,85
03,0
13,7
14,25
15,31
16,85
17,71
18,79
19,49
20,9
17,14
18,86
19,34
20,29
21,88
22,42
23,92
22,99
23,87
24,94
25,42
26,49
27,31
28,73
12,89
13,97
14,2
15,7
16,55
17,9
18,7
04,83
05,85
06,75
07,82
08,38
09,99
10,3
21,81
22,44
23,68
24,49
25,99
26,3
27,86
28,55
24,97
25,8
26,54
27,31
28,82
29,17
30,63
31,62
29,61
30,26
31,73
01,81
02,43
03,42
04,81
05,36
19,2
20,5
21,45
22,98
23,74
24,61
25,82
11,54
12,99
13,37
14,43
15,45
16,48
17,64
18,33
29,98
30,3
31,54
01,89
02,31
03,71
04,57
01,12
02,11
03,36
04,17
05,96
06,75
07,14
08,58
06,74
07,79
08,86
09,32
10,73
11,30
12,52
13,98
26,20
27,94
28,8
29,18
30,57
31,90
01,56
02,82
19,89
20,15
21,97
22,83
23,96
24,49
25,83
05,59
06,69
07,63
08,30
09,15
10,93
11,19
12,95
09,38
10,28
11,28
12,52
13,57
14,14
15,80
16,47
14,39
15,7
16,79
17,91
18,68
19,62
20,74
21,93
03,33
04,32
05,91
06,48
07,26
08,62
09,2
10,40
26,92
27,98
28,94
29,83
30,42
01,17
02,87
03,30
13,60
14,40
15,56
16,85
17,12
18,1
19,46
20,73
17,48
18,37
19,1
20,80
21,54
22,35
23,41
24,16
25,59
22,76
23,70
24,96
25,98
26,8
27,92
28,62
29,25
11,76
12,59
13,81
14,84
15,74
16,74
17,98
04,95
05,95
06,14
07,67
08,99
09,45
10,57
11,54
21,70
22,87
23,70
24,52
25,39
26,43
27,77
28,96
26,82
27,96
28,48
29,5
30,83
31,58
01,57
30,75
01,48
02,91
03,18
04,49
05,60
06,24
18,11
19,82
20,65
21,37
22,93
23,47
24,62
25,1
12,65
13,1
14,23
15,40
16,71
17,23
18,69
19,17
20,49
29,66
30,34
01,63
02,7
03,48
04,79
05,96
06,9
02,48
03,80
04,80
05,85
06,93
07,53
08,22
09,0
07,83
08,21
09,35
10,34
11,23
12,79
13,65
14,89
26,63
27,62
28,62
29,73
30,66
31,60
01,97
21,68
22,92
23,86
24,70
25,41
26,56
27,31
07,24
08,1
09,37
10,71
11,90
12,4
13,28
14,72
10,20
11,29
12,80
13,63
14,89
15,30
16,82
15,78
16,1
17,22
18,8
19,60
20,18
21,77
02,25
03,54
04,84
05,51
06,17
07,16
08,68
28,33
29,92
30,72
31,36
01,28
02,38
03,86
04,24
15,85
16,49
17,24
18,70
19,31
20,32
21,95
17,70
18,90
19,4
20,42
21,57
22,86
23,11
22,84
23,98
24,38
25,57
26,25
27,91
28,44
09,83
10,11
11,41
12,17
13,82
14,43
15,3
16,97
05,38
06,14
07,23
08,29
09,17
10,81
11,60
22,53
23,91
24,34
25,22
26,82
27,27
28,24
24,82
25,18
26,69
27,46
28,31
29,23
30,68
29,98
30,17
31,87
28,44
29,98
30,17
31,87
17,1
18,46
19,20
20,76
21,78
22,74
23,29
12,77
13,49
14,86
15,62
16,87
17,27
18,77
19,19
29,70
30,87
31,43
01,92
02,61
03,34
04,27
05,60
01,18
02,0
03,97
04,89
05,23
06,65
07,65
24,24
25,59
26,57
27,78
28,16
29,24
20,57
21,56
22,73
23,35
24,17
25,60
26,81
27,87
28,27
06,55
07,38
08,83
09,27
10,23
11,93
12,65
13,41
08,26
09,41
10,48
11,94
12,18
13,66
14,16
15,28
30,64
01,15
02,81
03,27
04,51
05,52
29,87
30,60
31,67
01,19
02,40
03,49
04,8
14,97
15,98
16,50
17,8
18,22
19,61
16,8
17,69
18,19
19,25
20,57
21,43
22,79
23,25
06,75
07,0
08,1
09,84
10,46
11,68
05,88
06,64
07,97
08,15
09,53
10,45
11,40
20,37
21,53
22,24
23,62
24,68
25,80
26,9
24,28
25,36
26,46
27,38
28,7
29,36
12,9
13,48
14,11
15,30
16,41
17,61
18,97
12,56
13,62
14,88
15,77
16,63
17,43
18,20
19,77
27,11
28,5
29,75
30,50
01,16
02,70
03,9
19,98
20,49
21,74
22,37
23,53
24,74
25,84
20,96
21,21
22,78
23,62
24,69
25,54
26,22
04,33
05,77
06,64
07,53
08,81
09,92
10,78
11,60
12,49
13,72
26,9
27,16
28,39
29,42
30,98
31,62
01,68
02,94
27,15
28,56
29,30
30,55
01,65
02,44
03,37
14,87
15,68
16,31
17,48
18,75
19,18
20,68
21,58
03,11
04,43
05,90
06,81
07,24
08,92
09,2
10,10
04,34
05,26
06,15
07,39
08,32
09,35
10,43
11,5
22,21
23,69
24,86
25,63
26,4
27,16
28,5
29,73
11,16
12,44
13,18
14,58
15,8
16,82
17,0
12,18
13,45
14,28
15,19
16,24
17,16
18,50
30,73
31,59
18,84
19,42
20,51
21,15
22,78
23,36
24,42
19,14
20,28
21,32
22,58
23,62
24,3
25,38
25,68
26,31
27,57
28,32
29,3
30,96
01,87
02,97
26,33
27,94
28,86
29,74
30,18
31,35
01,89
02,48
03,32
03,97
04,19
05,67
06,30
07,38
08,40
09,76
10,33
11,85
12,47
13,76
04,44
05,24
06,55
07,11
08,79
09,69
10,84
11,71
12,70
14,94
15,6
16,68
17,22
18,49
19,81
20,84
21,48
22,42
13,59
14,41
15,88
16,48
17,2
18,44
19,1
20,22
21,21
22,65
23,14
24,56
23,24
24,26
25,81
26,39
27,77
28,1
29,1
30,88
31,8
25,35
26,33
27,16
28,65
29,29
30,21
01,29
02,56
03,67
04,59
05,88
06,54
07,67
08,93
09,8
10,41
11,91
12,40
13,17
14,88
15,50
16,10
17,65
18,15
19,75
20,2
21,67
22,91
23,93
24,22
25,56
26,30
27,29
28,41
29,75
30,53
31,76
